gene_symbol,entrez_id,ensembl_gene_id,mgi_gene_id,uniprot_id,family_id,sf_id,family_name,subfamily_name
C2cd4c,,,MGI:2685084,,PTHR46291,PTHR46291:SF5,FAMILY NOT NAMED,C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 4C
C2cd4d,,,MGI:2685505,,PTHR46291,PTHR46291:SF1,FAMILY NOT NAMED,C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 4D
C2cd5,,,MGI:1921991,,PTHR37412,PTHR37412:SF2,C2 DOMAIN-CONTAINING PROTEIN 5,C2 DOMAIN-CONTAINING PROTEIN 5
C2cd6,,,MGI:1920713,,PTHR21665,PTHR21665:SF2,UNCHARACTERIZED,C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 6
C3,,,MGI:88227,,PTHR11412,PTHR11412:SF81,MACROGLOBULIN / COMPLEMENT,COMPLEMENT C3
C330007P06Rik,,,MGI:1924894,,PTHR46355,PTHR46355:SF1,UPF0428 PROTEIN CXORF56,UPF0428 PROTEIN CXORF56
C330018D20Rik,,,MGI:1924672,,PTHR33558,PTHR33558:SF1,GLUTAREDOXIN-LIKE PROTEIN C5ORF63 HOMOLOG,GLUTAREDOXIN-LIKE PROTEIN C5ORF63 HOMOLOG
C3ar1,,,MGI:1097680,,PTHR24225,PTHR24225:SF28,CHEMOTACTIC RECEPTOR,C3A ANAPHYLATOXIN CHEMOTACTIC RECEPTOR
C4a,,,,,PTHR11412,,,
C4b,,,MGI:88228,,PTHR11412,PTHR11412:SF86,MACROGLOBULIN / COMPLEMENT,COMPLEMENT C4-A-RELATED
C4bp,,,MGI:88229,,PTHR19325,PTHR19325:SF341,COMPLEMENT COMPONENT-RELATED SUSHI DOMAIN-CONTAINING,C4B-BINDING PROTEIN ALPHA CHAIN
C5ar1,,,MGI:88232,,PTHR24225,PTHR24225:SF29,CHEMOTACTIC RECEPTOR,C5A ANAPHYLATOXIN CHEMOTACTIC RECEPTOR 1
C5ar2,,,MGI:2442013,,PTHR24225,PTHR24225:SF1,CHEMOTACTIC RECEPTOR,C5A ANAPHYLATOXIN CHEMOTACTIC RECEPTOR 2
C6,,,MGI:88233,,PTHR45742,PTHR45742:SF4,COMPLEMENT COMPONENT C6,COMPLEMENT COMPONENT C6
C7,,,MGI:88235,,PTHR45742,PTHR45742:SF2,COMPLEMENT COMPONENT C6,COMPLEMENT COMPONENT C7
C77080,,,MGI:2140651,,PTHR23039,PTHR23039:SF6,NANCE-HORAN SYNDROME PROTEIN,SIMILAR TO MKIAA1522 PROTEIN
C87414,,,MGI:2141341,,PTHR14224,PTHR14224:SF77,SIMILAR TO PREFERENTIALLY EXPRESSED ANTIGEN IN MELANOMA-LIKE 3,D5ERTD577E PROTEIN-RELATED
C87436,,,MGI:2141787,,PTHR13518,PTHR13518:SF1,PUTATIVE TREBLE-CLEF ZINC-FINGER C2ORF42 FAMILY MEMBER,RGD1306746 PROTEIN
C87499,,,MGI:2140706,,PTHR14224,PTHR14224:SF22,SIMILAR TO PREFERENTIALLY EXPRESSED ANTIGEN IN MELANOMA-LIKE 3,EXPRESSED SEQUENCE C87499-RELATED
C87977,,,MGI:2140708,,PTHR14224,PTHR14224:SF22,SIMILAR TO PREFERENTIALLY EXPRESSED ANTIGEN IN MELANOMA-LIKE 3,EXPRESSED SEQUENCE C87499-RELATED
C8a,,,MGI:2668347,,PTHR45742,PTHR45742:SF1,COMPLEMENT COMPONENT C6,COMPLEMENT COMPONENT C8 ALPHA CHAIN
C8b,,,MGI:88236,,PTHR45742,PTHR45742:SF5,COMPLEMENT COMPONENT C6,COMPLEMENT COMPONENT C8 BETA CHAIN
C8g,,,MGI:88237,,PTHR47304,PTHR47304:SF1,COMPLEMENT COMPONENT C8 GAMMA CHAIN,COMPLEMENT COMPONENT C8 GAMMA CHAIN
C9,,,MGI:1098282,,PTHR45742,PTHR45742:SF3,COMPLEMENT COMPONENT C6,COMPLEMENT COMPONENT C9
C9orf72,,,MGI:1920455,,PTHR31855,PTHR31855:SF2,GUANINE NUCLEOTIDE EXCHANGE C9ORF72,GUANINE NUCLEOTIDE EXCHANGE C9ORF72
Caap1,,,MGI:1915020,,PTHR14740,PTHR14740:SF3,CASPASE ACTIVITY AND APOPTOSIS INHIBITOR 1,CASPASE ACTIVITY AND APOPTOSIS INHIBITOR 1
Cab39,,,MGI:107438,,PTHR10182,PTHR10182:SF11,CALCIUM-BINDING PROTEIN 39-RELATED,CALCIUM-BINDING PROTEIN 39
Cab39l,,,MGI:1914081,,PTHR10182,PTHR10182:SF9,CALCIUM-BINDING PROTEIN 39-RELATED,CALCIUM-BINDING PROTEIN 39-LIKE
Cabcoco1,,,MGI:1920537,,PTHR28457,PTHR28457:SF3,COILED-COIL DOMAIN-CONTAINING PROTEIN 189,CILIARY-ASSOCIATED CALCIUM-BINDING COILED-COIL PROTEIN 1
Cabin1,,,MGI:1298375,,PTHR15502,PTHR15502:SF7,CALCINEURIN-BINDING PROTEIN CABIN 1-RELATED,CALCINEURIN-BINDING PROTEIN CABIN-1
Cables1,,,MGI:1927065,,PTHR22896,PTHR22896:SF1,CDK5 AND ABL1 ENZYME SUBSTRATE 1,CDK5 AND ABL1 ENZYME SUBSTRATE 1
Cables2,,,MGI:2182335,,PTHR22896,PTHR22896:SF3,CDK5 AND ABL1 ENZYME SUBSTRATE 1,CDK5 AND ABL1 ENZYME SUBSTRATE 2
Cabp1,,,MGI:1352750,,PTHR45917,PTHR45917:SF1,CALCIUM-BINDING PROTEIN 1-RELATED,CALCIUM-BINDING PROTEIN 1
Cabp2,,,MGI:1352749,,PTHR45917,PTHR45917:SF2,CALCIUM-BINDING PROTEIN 1-RELATED,CALCIUM-BINDING PROTEIN 2
Cabp4,,,MGI:1920910,,PTHR45917,PTHR45917:SF4,CALCIUM-BINDING PROTEIN 1-RELATED,CALCIUM-BINDING PROTEIN 4
Cabp5,,,MGI:1352746,,PTHR45917,PTHR45917:SF3,CALCIUM-BINDING PROTEIN 1-RELATED,CALCIUM-BINDING PROTEIN 5
Cabp7,,,MGI:2183437,,PTHR46311,PTHR46311:SF1,CALCIUM-BINDING PROTEIN 8-RELATED,CALCIUM-BINDING PROTEIN 7
Cabs1,,,MGI:1918227,,PTHR22810,PTHR22810:SF1,TESTIS DEVELOPMENT PROTEIN NYD-SP26,CALCIUM-BINDING AND SPERMATID-SPECIFIC PROTEIN 1
Cabyr,,,MGI:1918382,,PTHR15494,PTHR15494:SF0,CALCIUM-BINDING TYROSINE PHOSPHORYLATION-REGULATED PROTEIN,CALCIUM-BINDING TYROSINE PHOSPHORYLATION-REGULATED PROTEIN
Cacfd1,,,MGI:1924317,,PTHR13314,PTHR13314:SF2,UNCHARACTERIZED,CALCIUM CHANNEL FLOWER HOMOLOG
Cachd1,,,MGI:2444177,,PTHR10166,PTHR10166:SF40,VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-RELATED,VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
Cacna1a,,,MGI:109482,,PTHR45628,PTHR45628:SF3,VOLTAGE-DEPENDENT CALCIUM CHANNEL TYPE A SUBUNIT ALPHA-1,VOLTAGE-DEPENDENT P/Q-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1A
Cacna1b,,,MGI:88296,,PTHR45628,PTHR45628:SF6,VOLTAGE-DEPENDENT CALCIUM CHANNEL TYPE A SUBUNIT ALPHA-1,VOLTAGE-DEPENDENT N-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1B
Cacna1c,,,MGI:103013,,PTHR45628,PTHR45628:SF10,VOLTAGE-DEPENDENT CALCIUM CHANNEL TYPE A SUBUNIT ALPHA-1,VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1C
Cacna1d,,,MGI:88293,,PTHR45628,PTHR45628:SF11,VOLTAGE-DEPENDENT CALCIUM CHANNEL TYPE A SUBUNIT ALPHA-1,VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1D
Cacna1e,,,MGI:106217,,PTHR45628,PTHR45628:SF5,VOLTAGE-DEPENDENT CALCIUM CHANNEL TYPE A SUBUNIT ALPHA-1,VOLTAGE-DEPENDENT R-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1E
Cacna1f,,,MGI:1859639,,PTHR45628,PTHR45628:SF2,VOLTAGE-DEPENDENT CALCIUM CHANNEL TYPE A SUBUNIT ALPHA-1,VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1F
Cacna1g,,,MGI:1201678,,PTHR10037,PTHR10037:SF137,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,VOLTAGE-DEPENDENT T-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1G
Cacna1h,,,MGI:1928842,,PTHR10037,PTHR10037:SF192,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,VOLTAGE-DEPENDENT T-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1H
Cacna1i,,,MGI:2178051,,PTHR10037,PTHR10037:SF209,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,VOLTAGE-DEPENDENT T-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1I
Cacna1s,,,MGI:88294,,PTHR45628,PTHR45628:SF9,VOLTAGE-DEPENDENT CALCIUM CHANNEL TYPE A SUBUNIT ALPHA-1,VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1S
Cacna2d1,,,MGI:88295,,PTHR10166,PTHR10166:SF6,VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-RELATED,VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-1
Cacna2d2,,,MGI:1929813,,PTHR10166,PTHR10166:SF7,VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-RELATED,VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-2
Cacna2d3,,,MGI:1338890,,PTHR10166,PTHR10166:SF25,VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-RELATED,VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-3
Cacna2d4,,,MGI:2442632,,PTHR10166,PTHR10166:SF59,VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-RELATED,VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-4
Cacnb1,,,MGI:102522,,PTHR11824,PTHR11824:SF17,VOLTAGE-DEPENDENT CALCIUM CHANNEL BETA SUBUNIT,VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT BETA-1
Cacnb2,,,MGI:894644,,PTHR11824,PTHR11824:SF9,VOLTAGE-DEPENDENT CALCIUM CHANNEL BETA SUBUNIT,VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT BETA-2
Cacnb3,,,MGI:103307,,PTHR11824,PTHR11824:SF8,VOLTAGE-DEPENDENT CALCIUM CHANNEL BETA SUBUNIT,VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT BETA-3
Cacnb4,,,MGI:103301,,PTHR11824,PTHR11824:SF7,VOLTAGE-DEPENDENT CALCIUM CHANNEL BETA SUBUNIT,VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT BETA-4
Cacng1,,,MGI:1206582,,PTHR15025,PTHR15025:SF1,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA-1 SUBUNIT-RELATED,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA-1 SUBUNIT
Cacng2,,,MGI:1316660,,PTHR12107,PTHR12107:SF1,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA SUBUNIT,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA-2 SUBUNIT
Cacng3,,,MGI:1859165,,PTHR12107,PTHR12107:SF5,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA SUBUNIT,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA-3 SUBUNIT
Cacng4,,,MGI:1859167,,PTHR12107,PTHR12107:SF7,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA SUBUNIT,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA-4 SUBUNIT
Cacng5,,,MGI:2157946,,PTHR12107,PTHR12107:SF4,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA SUBUNIT,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA-5 SUBUNIT
Cacng6,,,MGI:1859168,,PTHR15025,PTHR15025:SF6,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA-1 SUBUNIT-RELATED,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA-6 SUBUNIT
Cacng7,,,MGI:1932374,,PTHR12107,PTHR12107:SF12,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA SUBUNIT,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA-7 SUBUNIT
Cacng8,,,MGI:1932376,,PTHR12107,PTHR12107:SF2,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA SUBUNIT,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA-8 SUBUNIT
Cactin,,,MGI:1917562,,PTHR21737,PTHR21737:SF6,POLYGLUTAMINE BINDING PROTEIN 1/MARVEL  MEMBRANE-ASSOCIATING  DOMAIN CONTAINING 3,CACTIN
Cacul1,,,MGI:1926082,,PTHR46636,PTHR46636:SF1,CDK2-ASSOCIATED AND CULLIN DOMAIN-CONTAINING PROTEIN 1,CDK2-ASSOCIATED AND CULLIN DOMAIN-CONTAINING PROTEIN 1
Cacybp,,,MGI:1270839,,PTHR13164,PTHR13164:SF3,CALICYLIN BINDING PROTEIN,CALCYCLIN-BINDING PROTEIN
Cad,,,MGI:1916969,,PTHR11405,PTHR11405:SF5,CARBAMOYLTRANSFERASE FAMILY MEMBER,CAD PROTEIN
Cadm1,,,MGI:1889272,,PTHR45889,PTHR45889:SF2,FAMILY NOT NAMED,CELL ADHESION MOLECULE 1
Cadm2,,,MGI:2442722,,PTHR45889,PTHR45889:SF1,FAMILY NOT NAMED,CELL ADHESION MOLECULE 2
Cadm3,,,MGI:2137858,,PTHR45889,PTHR45889:SF5,FAMILY NOT NAMED,CELL ADHESION MOLECULE 3
Cadm4,,,MGI:2449088,,PTHR45889,PTHR45889:SF3,FAMILY NOT NAMED,CELL ADHESION MOLECULE 4
Cadps,,,MGI:1350922,,PTHR12166,PTHR12166:SF6,CALCIUM-DEPENDENT SECRETION ACTIVATOR,CALCIUM-DEPENDENT SECRETION ACTIVATOR 1
Cadps2,,,MGI:2443963,,PTHR12166,PTHR12166:SF7,CALCIUM-DEPENDENT SECRETION ACTIVATOR,CALCIUM-DEPENDENT SECRETION ACTIVATOR 2
Cage1,,,MGI:1918463,,PTHR36864,PTHR36864:SF1,CANCER-ASSOCIATED GENE 1 PROTEIN,CANCER-ASSOCIATED GENE 1 PROTEIN
Calb1,,,MGI:88248,,PTHR19972,PTHR19972:SF14,CALBINDIN,CALBINDIN
Calb2,,,MGI:101914,,PTHR19972,PTHR19972:SF4,CALBINDIN,CALRETININ
Calca,,,MGI:2151253,,PTHR10505,PTHR10505:SF14,CALCITONIN-RELATED,CALCITONIN
Calcb,,,MGI:2151254,,PTHR10505,PTHR10505:SF3,CALCITONIN-RELATED,CALCITONIN GENE-RELATED PEPTIDE 2
Calcoco1,,,MGI:1914738,,PTHR31915,PTHR31915:SF5,FAMILY NOT NAMED,CALCIUM-BINDING AND COILED-COIL DOMAIN-CONTAINING PROTEIN 1
Calcoco2,,,MGI:1343177,,PTHR31915,PTHR31915:SF4,FAMILY NOT NAMED,CALCIUM-BINDING AND COILED-COIL DOMAIN-CONTAINING PROTEIN 2
Calcr,,,MGI:101950,,PTHR45620,PTHR45620:SF8,PDF RECEPTOR-LIKE PROTEIN-RELATED,CALCITONIN RECEPTOR
Calcrl,,,MGI:1926944,,PTHR45620,PTHR45620:SF21,PDF RECEPTOR-LIKE PROTEIN-RELATED,CALCITONIN GENE-RELATED PEPTIDE TYPE 1 RECEPTOR
Cald1,,,MGI:88250,,PTHR18949,PTHR18949:SF0,CALDESMON,CALDESMON
Calhm1,,,MGI:3643383,,PTHR32261,PTHR32261:SF2,CALCIUM HOMEOSTASIS MODULATOR PROTEIN,CALCIUM HOMEOSTASIS MODULATOR PROTEIN 1
Calhm2,,,MGI:1919941,,PTHR32261,PTHR32261:SF3,CALCIUM HOMEOSTASIS MODULATOR PROTEIN,CALCIUM HOMEOSTASIS MODULATOR PROTEIN 2
Calhm3,,,MGI:3645665,,PTHR32261,PTHR32261:SF7,CALCIUM HOMEOSTASIS MODULATOR PROTEIN,CALCIUM HOMEOSTASIS MODULATOR PROTEIN 3
Calhm4,,,MGI:2685489,,PTHR32261,PTHR32261:SF5,CALCIUM HOMEOSTASIS MODULATOR PROTEIN,CALCIUM HOMEOSTASIS MODULATOR PROTEIN 4
Calhm5,,,MGI:2143897,,PTHR32261,PTHR32261:SF8,CALCIUM HOMEOSTASIS MODULATOR PROTEIN,CALCIUM HOMEOSTASIS MODULATOR PROTEIN 5
Calhm6,,,MGI:2443082,,PTHR32261,PTHR32261:SF4,CALCIUM HOMEOSTASIS MODULATOR PROTEIN,CALCIUM HOMEOSTASIS MODULATOR PROTEIN 6
Calm1,,,MGI:88251,,PTHR23050,PTHR23050:SF427,CALCIUM BINDING PROTEIN,CALMODULIN-1
Calm2,,,MGI:103250,,PTHR23050,PTHR23050:SF383,CALCIUM BINDING PROTEIN,CALMODULIN-2
Calm3,,,MGI:103249,,PTHR23050,PTHR23050:SF381,CALCIUM BINDING PROTEIN,CALMODULIN-3
Calm4,,,MGI:1931464,,PTHR23050,PTHR23050:SF224,CALCIUM BINDING PROTEIN,CALMODULIN-LIKE PROTEIN 5
Calm5,,,MGI:3511177,,PTHR23050,PTHR23050:SF224,CALCIUM BINDING PROTEIN,CALMODULIN-LIKE PROTEIN 5
Calml3,,,MGI:1917655,,PTHR23050,PTHR23050:SF389,CALCIUM BINDING PROTEIN,CALMODULIN-LIKE PROTEIN 3
Calml4,,,MGI:1922850,,PTHR23050,PTHR23050:SF169,CALCIUM BINDING PROTEIN,CALMODULIN-LIKE PROTEIN 4
Caln1,,,MGI:2155987,,PTHR46311,PTHR46311:SF3,CALCIUM-BINDING PROTEIN 8-RELATED,CALCIUM-BINDING PROTEIN 8
Calr,,,MGI:88252,,PTHR11073,PTHR11073:SF16,CALRETICULIN AND CALNEXIN,CALRETICULIN
Calr3,,,MGI:1920566,,PTHR11073,PTHR11073:SF3,CALRETICULIN AND CALNEXIN,CALRETICULIN-3
Calr4,,,MGI:2140435,,PTHR11073,PTHR11073:SF14,CALRETICULIN AND CALNEXIN,CALRETICULIN 4
Calu,,,MGI:1097158,,PTHR10827,PTHR10827:SF76,RETICULOCALBIN,CALUMENIN
Caly,,,MGI:1915816,,PTHR28546,PTHR28546:SF1,NEURONAL VESICLE TRAFFICKING-ASSOCIATED PROTEIN 2-RELATED,NEURON-SPECIFIC VESICULAR PROTEIN CALCYON
Camk1,,,MGI:1098535,,PTHR24347,PTHR24347:SF197,SERINE/THREONINE-PROTEIN KINASE,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE 1
Camk1d,,,MGI:2442190,,PTHR24347,PTHR24347:SF252,SERINE/THREONINE-PROTEIN KINASE,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE 1D
Camk1g,,,MGI:2388073,,PTHR24347,PTHR24347:SF116,SERINE/THREONINE-PROTEIN KINASE,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE 1G
Camk2a,,,MGI:88256,,PTHR24347,PTHR24347:SF384,SERINE/THREONINE-PROTEIN KINASE,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT ALPHA
Camk2b,,,MGI:88257,,PTHR24347,PTHR24347:SF403,SERINE/THREONINE-PROTEIN KINASE,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT BETA
Camk2d,,,MGI:1341265,,PTHR24347,PTHR24347:SF365,SERINE/THREONINE-PROTEIN KINASE,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT DELTA
Camk2g,,,MGI:88259,,PTHR24347,PTHR24347:SF398,SERINE/THREONINE-PROTEIN KINASE,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT GAMMA
Camk2n1,,,MGI:1913509,,PTHR31007,PTHR31007:SF3,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE II INHIBITOR 2,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE II INHIBITOR 1
Camk2n2,,,MGI:1920297,,PTHR31007,PTHR31007:SF1,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE II INHIBITOR 2,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE II INHIBITOR 2
Camk4,,,MGI:88258,,PTHR24349,PTHR24349:SF338,SERINE/THREONINE-PROTEIN KINASE,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE IV
Camkk1,,,MGI:1891766,,PTHR24346,PTHR24346:SF39,MAP/MICROTUBULE AFFINITY-REGULATING KINASE,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE KINASE 1
Camkk2,,,MGI:2444812,,PTHR43895,PTHR43895:SF39,FAMILY NOT NAMED,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE KINASE 2
Camkmt,,,MGI:1920832,,PTHR13539,PTHR13539:SF3,CALMODULIN-LYSINE N-METHYLTRANSFERASE,CALMODULIN-LYSINE N-METHYLTRANSFERASE
Camkv,,,MGI:2384296,,PTHR24347,PTHR24347:SF18,SERINE/THREONINE-PROTEIN KINASE,CAM KINASE-LIKE VESICLE-ASSOCIATED PROTEIN
Caml,,,MGI:104728,,PTHR15026,PTHR15026:SF0,CALCIUM-SIGNAL MODULATING CYCLOPHILIN LIGAND  CAML,CALCIUM SIGNAL-MODULATING CYCLOPHILIN LIGAND
Camp,,,MGI:108443,,PTHR10206,PTHR10206:SF2,CATHELICIDIN,CATHELICIDIN ANTIMICROBIAL PEPTIDE
Camsap1,,,MGI:3036242,,PTHR21595,PTHR21595:SF3,UNCHARACTERIZED,CALMODULIN-REGULATED SPECTRIN-ASSOCIATED PROTEIN 1
Camsap2,,,MGI:1922434,,PTHR21595,PTHR21595:SF1,UNCHARACTERIZED,CALMODULIN-REGULATED SPECTRIN-ASSOCIATED PROTEIN 2
Camsap3,,,MGI:1916947,,PTHR21595,PTHR21595:SF2,UNCHARACTERIZED,CALMODULIN-REGULATED SPECTRIN-ASSOCIATED PROTEIN 3
Camta1,,,MGI:2140230,,PTHR23335,PTHR23335:SF11,CALMODULIN-BINDING TRANSCRIPTION ACTIVATOR  CAMTA,CALMODULIN-BINDING TRANSCRIPTION ACTIVATOR 1
Camta2,,,MGI:2135957,,PTHR23335,PTHR23335:SF9,CALMODULIN-BINDING TRANSCRIPTION ACTIVATOR  CAMTA,CALMODULIN-BINDING TRANSCRIPTION ACTIVATOR 2
Cand1,,,MGI:1261820,,PTHR12696,PTHR12696:SF1,TIP120,CULLIN-ASSOCIATED NEDD8-DISSOCIATED PROTEIN 1
Cand2,,,MGI:1914338,,PTHR12696,PTHR12696:SF2,TIP120,CULLIN-ASSOCIATED NEDD8-DISSOCIATED PROTEIN 2
Cant1,,,MGI:1923275,,PTHR13023,PTHR13023:SF3,APYRASE,SOLUBLE CALCIUM-ACTIVATED NUCLEOTIDASE 1
Canx,,,MGI:88261,,PTHR11073,PTHR11073:SF11,CALRETICULIN AND CALNEXIN,CALNEXIN
Cap1,,,MGI:88262,,PTHR10652,PTHR10652:SF1,ADENYLYL CYCLASE-ASSOCIATED PROTEIN,ADENYLYL CYCLASE-ASSOCIATED PROTEIN 1
Cap2,,,MGI:1914502,,PTHR10652,PTHR10652:SF2,ADENYLYL CYCLASE-ASSOCIATED PROTEIN,ADENYLYL CYCLASE-ASSOCIATED PROTEIN 2
Capg,,,MGI:1098259,,PTHR11977,PTHR11977:SF29,VILLIN,GELSOLIN-RELATED
Capn1,,,MGI:88263,,PTHR10183,PTHR10183:SF284,CALPAIN,CALPAIN-1 CATALYTIC SUBUNIT
Capn10,,,MGI:1344392,,PTHR10183,PTHR10183:SF30,CALPAIN,CALPAIN-10
Capn11,,,MGI:1352490,,PTHR10183,PTHR10183:SF322,CALPAIN,CALPAIN-11
Capn12,,,MGI:1891369,,PTHR10183,PTHR10183:SF280,CALPAIN,CALPAIN-12
Capn13,,,MGI:2685789,,PTHR10183,PTHR10183:SF333,CALPAIN,CALPAIN-13
Capn15,,,MGI:1355075,,PTHR10183,PTHR10183:SF382,CALPAIN,CALPAIN-15
Capn2,,,MGI:88264,,PTHR10183,PTHR10183:SF268,CALPAIN,CALPAIN-2 CATALYTIC SUBUNIT
Capn3,,,MGI:107437,,PTHR10183,PTHR10183:SF329,CALPAIN,CALPAIN-3
Capn5,,,MGI:1100859,,PTHR10183,PTHR10183:SF402,CALPAIN,CALPAIN-5
Capn6,,,MGI:1100850,,PTHR10183,PTHR10183:SF381,CALPAIN,CALPAIN-6
Capn7,,,MGI:1338030,,PTHR46143,PTHR46143:SF1,CALPAIN-7,CALPAIN-7
Capn8,,,MGI:2181366,,PTHR10183,PTHR10183:SF374,CALPAIN,CALPAIN-8
Capn9,,,MGI:1920897,,PTHR10183,PTHR10183:SF385,CALPAIN,CALPAIN-9
Capns1,,,MGI:88266,,PTHR46735,PTHR46735:SF1,"CALPAIN, SMALL SUBUNIT 1 A-RELATED",CALPAIN SMALL SUBUNIT 1
Capns2,,,MGI:1916793,,PTHR46735,PTHR46735:SF4,"CALPAIN, SMALL SUBUNIT 1 A-RELATED",CALPAIN SMALL SUBUNIT 2
Caprin1,,,MGI:1858234,,PTHR22922,PTHR22922:SF3,GPI-ANCHORED PROTEIN P137,CAPRIN-1
Caprin2,,,MGI:2448541,,PTHR22922,PTHR22922:SF5,GPI-ANCHORED PROTEIN P137,CAPRIN-2
Caps2,,,MGI:2441980,,PTHR34524,PTHR34524:SF3,CALCYPHOSIN,CALCYPHOSIN-2
Capsl,,,MGI:1922818,,PTHR34524,PTHR34524:SF5,CALCYPHOSIN,CALCYPHOSIN-LIKE PROTEIN
Capza1,,,MGI:106227,,PTHR10653,PTHR10653:SF5,F-ACTIN-CAPPING PROTEIN SUBUNIT ALPHA,F-ACTIN-CAPPING PROTEIN SUBUNIT ALPHA-1
Capza2,,,MGI:106222,,PTHR10653,PTHR10653:SF2,F-ACTIN-CAPPING PROTEIN SUBUNIT ALPHA,F-ACTIN-CAPPING PROTEIN SUBUNIT ALPHA-2
Capza3,,,MGI:106221,,PTHR10653,PTHR10653:SF6,F-ACTIN-CAPPING PROTEIN SUBUNIT ALPHA,F-ACTIN-CAPPING PROTEIN SUBUNIT ALPHA-3
Capzb,,,MGI:104652,,PTHR10619,PTHR10619:SF0,F-ACTIN-CAPPING PROTEIN SUBUNIT BETA,F-ACTIN-CAPPING PROTEIN SUBUNIT BETA
Car1,,,MGI:88268,,PTHR18952,PTHR18952:SF82,CARBONIC ANHYDRASE,CARBONIC ANHYDRASE 1
